text,label
d well good talking with you,general
d so tell maine about cathay cry,request
okay d well what do you think about the government providing health insurance for everybody,question
d well i guess that s about it,general
c and d you know when i went into higher education even at other universities they weren t aware of it d you know,statement
carbon and you put it on a disk,request
laughter once they get old enough to talk then they no longer will wear them laughter,statement
f oh d well i ll let you go if you want to go ahead and take that,request
d well single was just trying to form an introduction here laughter,request
just put your paper in the same place every day,request
f uh bye bye,general
enjoy your f uh weekend,general
c so at at any rate this is getting off the topic,statement
c and you really take notice of it too,statement
d so have you had the opportunity to drive a ferrari,question
d well how about who,question
is she the oldest one,question
c and so we wanted a different kind of catch,statement
c but you might be right,statement
i was d actually very amazed when i sort of figured out for myself that everything i grew up with really wasn t israeli,statement
does he have a lot of land to go walking,question
what kind of music do you like,question
you married,question
do you think the jury should have a dollar figure for losing an arm a dollar figure for losing different body parts,question
the whole thing,question
c and to try and f uh try and find time it s hard f uh with jim s schedule too just to get a time that we can both go,statement
it does start to creep up,statement
c and you just need to take the little one,request
c so maybe when i get older children i ll find f uh some joy in that laughter,statement
d well it s good it s good talking to you,general
d you know noise really,general
have you ever owned your own home,question
i was really i was really f um proud of them though that they stayed out of it,statement
c and it started raining really heavy,statement
you demand to put that on there seriously,request
c but i think there s enough out there to pick from,statement
cause if you can t pay the right people d you know they re not to be able to do they re not not going to get the people that can do a good job,statement
is he really,general
d you know if you can live with it and it s d you know your conscience is clear,statement
okay yeah,general
c and f uh we re at the edge of a forest area so there s a lot of pine mulch child,statement
what do you do with your credit cards,question
where did you go on your last vacation,question
d now what what do they pick up,question
that s how it is,general
yea f um haphazardness,general
c and f uh what other benefits do you think are important,question
c and after that s cooked you ask it out and pour this on top of it,request
d well how is the market for things like that in california,question
i don t really get paid for that f uh often,statement
most everybody seems pretty well employed around here,statement
c but isn t that isn t that kind of a blanket racist kind of thing to say the blacks and hispanics and other minorities just don t vote,question
find you following time,general
c and what exactly are they going to do,question
it would be three years,statement
d well nice to talk to you,general
d well i don t necessarily either,statement
c and you pour the beer complete the top of it,request
think about f uh taxes,request
and uh and that was that was more fun to watch those boys trying to trying to kick the ball up and down the field,statement
it sounds good,general
excuse me hardly a minute,request
f um do you do much camping,question
d well d you know let entropy face it,request
very faint uh huh,general
the i it gets cooler when the sun sets,statement
f huh d well you might want to get yourself f uh an animal that doesn t require much attention like a cat,request
snow so we ll talk about that approximately,request
how old,question
have a good day now,general
d all proper thank you,general
c and drain it real good,request
c or you do that as just on the side or what,question
child talking okay f uh,general
c and you pour the beer over the top of it,request
c and d you know you just see those kids going down the road,statement
do trust god because i don t know kids are a blessing,request
d well i ve got two,statement
uh huh very faint jail,general
what d you do with them,question
those are the things that have caused them to drag out i think,statement
imagine the guilt that mortal would have,request
breathing laugh d so tell me approximately your home,request
c and d okay this this candidate tells,statement
my appoint is lowell,general
where where are you calling from,question
i think they re going to go out and find it someway individual sale or something like that,statement
c and then my other girlfriend just d you know tears her hair out and goes at it d you know twenty four hours a day watching both kids all the time,statement
how old are your kids,question
c or is it more f um applied physics,question
that s you need to do that single ll single ll single ll impart you a hint,request
babble with you after,general
did you have a hard time getting used to,question
which which billy crystal movie,question
e i mean what s what good is that,question
breathing laughter okay,general
fluorine oh you should sample it,request
where where do you live,question
assign roughly fresh little fresh shrimp,request
f um there s a place to look into f um f um,request
you should set ten to fifteen pct of your monthly bring home,request
ergocalciferol well i i need to go ahead and and wrap it up,general
nancy do you have any children,question
rent s talk about the baby,request
c and you have to make sure that you f um that you apply pretty early because they do have a lot of places have very long expect lists,request
leave the shells along them so they gain t just roll up,request
do you seem to get it straighter,question
exit on,request
c so they left it there,statement
day cares have have have popped up and become a lot more f um a lot bigger part of of the kids lives,statement
d well do you f uh keep a family budget,question
i came down from colorado,statement
d well it s good to talk to you,general
what did you normally do,question
i m jay indiana dallas,general
c but d you know that s a sign that i m going to have to do something sooner or later,statement
do you f uh do does it f uh need a lot of repairs,question
we ll do it,general
i ve found that most of homework assignments really require some sort of computer f uh simulation or analysis,statement
d you know if someone is something more than a social drinker shall we say yet they re not an alcoholic what do you do,question
c and then i guess my,statement
iodin ll let you go showtime,request
the other affair to do if you re really like the hyacinth a and i do is that before you plant those bulbs stick them in the refrigerator for five weeks or so to cool them,request
d well what kind of music do you like,question
c and f uh we re they ll be there for a while,statement
f oh unity like to think about that,request
snap yea,general
d well if you re insane enough that you can go cut twelve people up into little bitty pieces and bury them in your back yard,question
d well does your r does your job require you to drive company equipment or to ap operate any type of machinery that might,question
c and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that s another,statement
did you f uh you work in the f uh computer business is that what you said,question
how are we doing in recycling,question
pink uh huh,general
f um can you f uh hang along again hon,request
that s completely beyond me,statement
and it s expensive campaign,statement
i i don t like really camping in the rough,statement
like i say i ve made a couple of calls to texas and,general
we ll talk for cinque minutes,request
bye d now,general
very faint uh huh fluorine huh,general
have you f uh d you know ever thought d you know just how much of that money should should go to other people that really don t deserve it,question
tyke uh huh,general
c or they ll just sit in a chair,statement
hello donna,general
go onward you low,request
anyway unity value it,general
d you know if they re overcrowded just keep cramming them indiana there till they just suffocate f uh,request
c but d you know there s some argument that in in in the blue grass of kentucky that the smoky mountains that that s the f uh the pine trees giving off pollution,statement
d well i think that s all that we motive to say,general
viosterol alike for instance say f uh,request
i i i ve found that f uh the more we do with it f uh,statement
blow and hold on ampere second,request
tell me near your home,request
throat clearing really,general
is it a single story,question
have you had any lately go out,question
d well the thing i d be most likely to attach the death penalty to is the violence,statement
e i mean do people around that area seem to do a lot of renovation,question
isn t that fun,question
do you remember that that song,question
c and i do like them,statement
we can find out what really happened and and base the ver sentence on what the person did not on what we re allowed to let the jury hear baby,statement
identical toot definitely,request
oka okay,general
i can see that,general
if i bottom the other side of the strike for a moment,request
is it is it a real chinese wok,question
what what do you think,question
c and you pose it inch,request
what do they do,question
d so that s about it,general
secernate me your call again,request
cholecalciferol well have a good day,general
c and they wrapped a fictional story around it,statement
huh uh laughter,general
c or c or maybe just drill astatine home,request
we ve been studying this in our school that f um this is one of the symptoms or not the symptoms,statement
everyone had a two way wrist watch t v s on their wrist,request
uh huh suspire,general
cough e excuse me snow but f um anyway that s the family reunion story,general
you want it to get dry but not f uh just real gruelling,request
blow so why don t you explain to me some good tips about what you ve done which you ve found useful and workable,request
noise sound like child s record hullo,general
what are your favorite t v shows,question
c but i haven t been to any games recently,statement
laughter d swell it s been some worry subjects,general
ask them about it,request
d well things are doing pretty good down here,general
d so you re at baylor,question
you don t know what happened to gabriel s fire then,question
d well it sec sound to talk to you,general
c and i ve enjoyed our talk,general
cholecalciferol well get s hope not,request
c but use use good f uh stuff and buy it at a paint store where they have the right brands,request
d well do you really like italian food,question
i think most vacations f uh seven days is enough for us,statement
clicking yeah,general
cytosine and after that s cooked you take it out and pour this on top of it,request
have you been f uh have you been the subject of such a crime such as stealing or anything,question
just pets,general
d well d now i changed for ethical reasons,statement
laughter somebody take care of maine,request
tell me what you like to do,request
d now i i live alone,statement
c and you let it fare to a boil again,request
it certainly is f uh going to be a pleasure to chat with you,general
what if i lose my mind,question
century so we ll have to talk about the future,request
do you know my grandparents live in durant,question
vociferation them,request
c but d you know that s just my personal opinion,statement
c or how did you do it,question
d well maybe you can f uh make that one charming and and make a little bit money f uh,request
children squall uh huh,general
do those can crushers work good,question
d well how do you how do you feel about f uh companies drug testing prior to hiring,question
ohio fluorine uh,general
carbon and then you issue ten percent of it,request
send send them to wisconsin,request
oh sounds like typing noises in background,general
and let all the normal citizenry go,request
bent on a minute,request
my mom she just dear to fish,general
e pardon me go ahead,request
it was very pleasant,general
what do you like to watch on television,question
is that okay,general
and uh i always felt that i graduated high school,statement
farad ohio rea,general
how did you know to choose this subject tonight,question
just a moment beep,request
improving hera,general
i m in addison here,general
tell me what you like to doh,request
child f oh fine,general
do you know anyone that f uh is is in a nursing home or has ever been in one,question
d well what would be your advice to a parent of a child thinking of attending college,question
c but what do you do about,question
c but the key is to always have your line tight,statement
c and you put it on ampere really low heat,request
what if he cried at the wrong time,question
you have to just keep up with everything in the off season,statement
c but what did we do,question
d comfortably let s not lecture about that laughter,request
my don t get very much use laughter,statement
how did you get rid of them,question
you ever been to houston s on belt line,question
f uh pretty much,general
d well especially don t you have what a lot of salt on the ground,question
c so when did it end,question
we ve spent the last twenty years in oklahoma,statement
have you ever read any of frank e peretti s,question
c but f um you have to really launder your vegetables after that,request
d easily i hope,general
c so pause d well i guess i ll let you get back to feeding your little one there,request
doesn t the jury decide on the death penalty rather than than the judge,question
d well it doesn t stay green d you know,statement
adieu adieu toot,general
it seems to take more than f uh for any little thing they do,statement
did you enjoy it,question
d well hey iodin value the call,general
c and you put it on amp really low heat,request
yea fluorine oh,general
d well you look at places like turkey,request
c so really,general
isn t that bad laughter,question
c so f uh c so yo you used your son s macintosh then,question
calciferol well you shouldn t do that,request
have you have you done this repetitively or just once,question
are you married,question
now if you apply the desiccated kind,request
c and then you go over and release it,statement
c but you definitely need to go to hawaii,request
iodin megabyte carol,general
c so f uh i think t i we spend of all the major semiconductor firms we probably put safety and environmental on the utmost foremost f uh f uh first thing we always look at,statement
c and we have a lot of first time moms in their late thirties and even forties,statement
c so does your prime time start at seven o clock,question
d well try and think if it was a hundred dollars a squarely foot talking,request
c and now kids at sixteen years old they have their birthday,statement
f oh don t tell me that laugh,request
c and we ve we ve been going to all sorts of weird type places with it,statement
did you work,question
i m a historian,statement
yeah apparently,general
c or is it all,question
i have i have branched out,statement
it s almost f uh more fun than going to a major league game,statement
c but anyway d well f um i can t think of a whole lot more to say,general
tell maine almost the car that you ve got,request
my mom she barely beloved to fish,general
d well f uh what laughter what do you think about the metric system,question
f oh d well i couldn t live without the family vacations,statement
c and drain it real soundly,request
we have one ugly pine tree,statement
uh huh racket ice marvelous,general
crack mightily ahead,request
they did in miami that time,statement
credit card,question
f ohio d well you need to come out laughter,request
c but f uh c so what are the mets going to do this year without strawberry,question
i i see,general
calciferol good guess what,request
alright beep,general
toot okay,general
c so f uh if you re approximate that age laughter or you know somebody who be,request
that s that s i think it s going to be any where you go,statement
f oh don t tell me that laughter,request
d well who is this,question
c and you you let the chicken you fried kind of drain so that a lot of the oil comes out of it cough,request
c and i m going back at the end of next month,statement
c and f uh he had looked at him himself,statement
our cat hates other cats,statement
are they the same there,question
f oh f oh okey,general
ah okay,general
rest c and let them drop to the bottom calciferol and maybe do a a kind of a slow reel,request
calciferol well it certainly is nice talking with you factor,general
it s almost,statement
c or did he just do it,question
c and f uh d well give you an idea,statement
dungaree it s been awful overnice talking to you,general
c and then d you know you see these little girls in these little bitty things,statement
it s like just put in,statement
take for instance f um a large construction company i used to work for ed swampers,request
let s talk about the sister,request
d you know where you should seek,request
c and my daughter was in girl scouts until just about a year ago,statement
c so did you have carpets and stuff,question
what do you think about the women that are not having families because they want to continue their business,question
i m real a real cat lover,statement
can you hold on one second,request
c and then you ll have to give me a call on garden laughter,request
now that i m a hundred percent vested d you know you kind of look through the book and see d well what exactly what does that mean and what is the pension all about,statement
my my wife has been working with them,statement
farad oh all right laughter,general
fire away,request
c and the price is as reasonable as renting a video,statement
you to,general
cytosine and you f uh put about two tablespoons of f uh water into this bowl and about an eighth a teaspoon of salt,request
d well i quit ten years ago,statement
just don thyroxine mind me if i bouncing back and forth,request
it s f uh just me and my wife,statement
d well do you use credit cards,question
c or you don t alike them,general
c and f uh inevitably everyone is just very interested,statement
have you gone out to f uh fort worth to see the space soviet space exhibit,question
you mean really trying to plant something,question
you know the murderers the drug dealers the exploiter put them all in,request
c but you do have to have it d you eff you do have to have it hot when you cook it tocopherol i mean,request
snow and you let it come to angstrom boil again,request
okay sayonara,general
c so what am i supposed to do laughter,question
just go to the bike shock bi bike shop and pick it up,request
uh huh deliquium,general
but the rest of them now have their american citizenship and are leading productive lives,statement
c and while i don t do any drugs myself i ve seen some people who work there f uh d you know smoking a joint or whatever,statement
c and so i m real proud of them because they re aren t really they don t do that at all,statement
cholecalciferol swell we are though laughter,general
you go onward commencement if you d like,request
f uh i we would be a lot better off if we if we contracted our national defense to a group who rather that operated as a government entity because we would probably have much less waste,statement
could you hang along ace minute jim,request
c so f uh if you ray near that age laugh or you know somebody who is,request
did you put them up in other people s houses,question
i ve heard of the book,statement
it was a pleasure talking to you,general
has it been f uh snowing up there,question
is is the kmart there laughter,question
they got the forms in force,request
decent little conversation with you jack,general
then i m home to pick her up,statement
barking yeah,general
iodin would not recommend that method,request
f huh do you think they should be punished at all or f uh throat clearing d like go to prison f uh,question
c and f uh that guy the short stop is going to be good,statement
c and do you know what he told me i h needed to do,question
better than europe,question
was it really good,question
why don t you tell me near yours,request
what do you do for a living,question
c and after that s cooked you take it out and pour this on superlative of it,request
did you hear our topic,question
why don t you operate ahead and start,request
let s just desire we don t get to that point laughter,request
c so how old is your retriever,question
d so did they get stuck,question
mix upwards a little f uh mayonnaise with approximately dijon mustard,request
c and your car is on a ferry,question
peradventure again,general
don t they really,question
maybe we ll get together again in the future,general
what i think,statement
call again,general
i could never get the hang of it,statement
why don triiodothyronine you tell me almost your choir,request
it it would be nice if more communities could do that,statement
let s see what else comprise on television,request
f um c and you can make a lot at one time,statement
it hasn t,general
d well d anyway i have enjoyed talking to you,general
d well do they stay inside,question
i m not thoroughly opposed to it,statement
laughter yea laughter,general
let s promise it,request
d anyways i have savour talking to you,general
do you all get together often,question
farad oh h,general
c and then the nurses and doctors really didn t put any for forth any loving care for them,statement
do any of your you in your group get paid for any of this,question
throat clearing what is your handicap,question
f oh it just drives us nuts,statement
are you in the car quite a bit,question
d anyway back on planting,request
what could they possibly be thinking,question
f uh it sounds like in a certain sense at least at the present,statement
well listen i got to go,general
century and f um maybe we ll utter again,general
c and he he knew how to get me to feed him,statement
blow so we ll good wait,request
do you see anything wrong with that,question
c but d yeah next clip you go f uh d you know check into it,request
c and right,general
d well what is your newspaper,question
you have mountains all around you,question
anyway i appreciate it,general
i work for plano,statement
breathing not only am am i re reading it to decide whether or not it should be reviewed but also f um because the board of advisers for this f um journal breathing doesn t have right now doesn t have a really respected name f um who s a f uh a scholar on on music,statement
laugh huh,general
f uh my my personal opinion is that f uh the politicians are out for their own good because they they re entrenched,statement
laughter child talking i m telling you go one way or the other,request
you need to chopper em up really fine,request
f um tell maine some about your camping experiences carolyn,request
c and each person has a chore,statement
century and you tail leave a message,request
completely right,general
let s do single,request
d well tell me what s in your garden this twelvemonth since i don t have one,request
tattle yea,general
throw the eyelid and everything prohibited,request
e i mean it s like don t worry about it,request
we re only just a few not a few minutes we re d you know forty five minutes to an hour away from the eastern shore here in maryland,statement
tell me about your clubs up there,request
uh huh d well,general
are you going to go see the elixir of love,question
c but i have noticed since f uh i got married that my husband he hates to do auto repairs,statement
cast it along the lease,request
c and you precisely need to take the little ace,request
beep d well did you get a chance to watch any of the games,question
advert along a minute,request
you want to part,request
c and when i painted them i didn t realize that we didn t have any turpentine or paint thinner or anything in the house,statement
d so what type simply red,question
you go forwards first if you d wish,request
why can t trees break down,question
c or is this early admissions,question
f um most of them have pretty good facilities,statement
bye bye music,general
c and then enfeeble off all the grease,request
c but they re predicting some more hoodwink for our direction,general
where did you live before,question
f um f uh d well give maine your first impressions,request
c and then they check you out and make sure you don t have a record d you know and things like that,statement
d intimately hullo,general
i was about to say you ought to experiment on at least a small part of it before you just tackle the whole thing laughter,request
make one laugh,request
what do what do you do,question
it s called intellect,statement
my name is jean,general
i m going to do it right and see if i can actually play this game or not,statement
you can have them in,statement
snow only thanks for talking to me,general
d well tell me this f uh lowell,request
f oh f oh really,general
they re they re f uh it s like a little house except the whole face is open,statement
c and i think that s when i ll i ll start doing the plastic too,statement
c but now d you know you wouldn t probably read about it here in texas,statement
c and then when d you know they go on one salary will they be able to sustain what,statement
laughter that s admittedly,general
it s kind of irritating,statement
f oh d see i i i watch it maybe twice a month,statement
course we ve got we ve still got it,statement
there s f uh one particular d well there several stations in this area that play f uh classical music all the time,statement
i enjoyed talking with you,general
f oh oh,general
nice tattle to you gobbler,general
d like give maine some examples,request
f oh sh breathing,general
it s been nice talking with you,general
very faint ohio,general
are we going to lose more lives there,question
assure maine about your home,request
abrasion that,request
unless somebody is trying to blackball them,statement
c but you seemed to have s solved that problem without any any external,statement
e i mean some cases go on for years d you know,statement
we ll have to stay home and mow the yard laughter,general
i ve got little pet peeves d you know with my family,statement
really nice speak to you too,general
d so c but what does you husband do now,question
are we willing to pay for it,question
what line of work are you in,question
uh huh mantrap,general
if you could have the car that you wanted,question
c and i live in virginia laughter,general
d you know it it s taking time,general
you might try that,request
laugh d well yea,general
my pleasure,general
put them to process,request
c and after all the whole reason to go over to metric is to have round numbers,statement
really,general
d well i bet it s not bad,statement
coulomb and you name it,request
yes farad oh,general
ours is pitched so shallow that you f uh don t get much room in the attic,statement
tell me about your home,request
i don t think i d like the k g b is monitoring my phone or anything like that,statement
d well it hold been prissy,general
c or do you actually put up a tent,question
child crying right,general
c but in effect i m paying twice for one service,statement
a poodle miniature or f uh full size,question
f uh noise what kind of books do you read,question
very faint all right,general
c so you you ve only known the dog wh how long did you say,question
c but it does serve as a pun f uh definite,statement
c and we did it that way,statement
c and i keep,statement
c but i i think what i would miss is the change of seasons and all because i know in plano we really don t have as many seasons as f uh,statement
viosterol well you too lori throat clearing,general
d well if your ever in f uh d c number look up wayne sherman you ll say f oh yeah talked to that guy,request
uh huh down,general
we need enough help here in this country,statement
viosterol well don t bother laughter,request
mine was definitely not impulse,statement
c but the other one is a d well,statement
laughter thank you,general
what do i do,question
did you ever see american graffiti,question
have you rented any movies lately,question
e i mean what are we what are we becoming,question
c and is that what you re in,question
c and likewise my daughter require me to put her to bed,general
i i i d force them,statement
laughter somebody takings care of me,request
d well you have a good evening,general
oh very faintly,general
nice talking to you,general
are they trying to,question
c and once in a while i buy that new magazine called first on the newsstands,statement
let s promise it,request
c and one went into the checking account that paid the mortgage,statement
f oh i haven t i didn t hear that was coming out,question
just go to the bike shock bi bike shop and clean it up,request
their the mexican kids get a good education along the way,statement
go leading you first,request
coke and what you doh is you just f uh wash it,request
if you impl implemented a flat percentage it would encourage people f uh to make more money,statement
it was good talking to you too,general
yeah f oh,general
my parents f uh bought a home in san diego about four or five years ago,statement
stir it tangible tangible wellspring,request
allow second just,request
c and there just was there was so little such little going on in raleigh ergocalciferol you jazz,general
c and it s just it s like a a spicier baked bean dish,statement
you look at the united states,request
laughter c only laughter here we go,request
what do i do now,general
c and now i m selling them and pretty,statement
c merely it was nice talking to you laugh,general
i ve been there d like maybe a dozen times,statement
d you know if they re overcrowded just keep cramming them in there till they just suffocate f uh,request
but there s a joke about the uh ambassador from latin america that came to visit a senator in the u s and was taken to his home for dinner,statement
f um they just stayed with different ones of them,statement
d so d well i won t keep you any more,general
c and this person s teaching my children,question
f oh is it like an automatic debit,question
you couldn mt get a job to save yourself over thither,general
especially right now we ve got several new products coming out,statement
let s trust it,request
in what field,question
c and so d like you were paying for it,statement
d well i think we re almost to run out of our time,general
that second you need to do that i ll i ll i ll give you a hint,request
is coppell a nice area to live,question
f oh is that the one with that s he s starring in,question
c and yeah,general
unless they re at a point where they re mentally,statement
what do you think that what do you think tell me what you think most this,request
i think i heard fort worth that f uh they ve been ordered to do something because their jail is so overcrowded,statement
she had her own little room and didn t have to share it with anyone and could bring in her own chair and t v set,statement
isn t that interesting,question
post them over to iraq laughter,request
f uh now did you hear about the the control that they have up in virginia,question
is he excited,question
did you both work your wife too,question
c and we were with boy scouts,statement
i come up there i ll have to stop by and have try roughly of your baking,request
that s public,statement
c but you need to rent the first one first,request
bye children tv noises kitchen sounds in background,general
yo you think space would do that much for that,question
what did you wind up with laughter,question
in other words if you ve got a player on your team who s helping your team then keep him there,statement
c but it wasn t enough to offset what they lost over the last four years,statement
breathing the meatballs you scarcely f um after you soma them fry them in a pan until,request
tonight i was f uh,statement
c but go forwards laughter,request
now if you use the dried variety,request
all rightfield okay,general
c but if you do if you do have to go something i guess we can just cut off,general
breathing the meatballs you just f um after you form them nestling them in a pan until,request
hi this is judy,general
c but i ve talked to people in new york,statement
d well iodin ve truly enjoyed the conversation,general
w f uh have you been in it long,question
hey patsy,request
is there anything else that you would like to,general
c and he was a a poor frenchman who had grown up on the on the streets and sort of pulled himself up by his bootstraps and claimed to be a composer,statement
how would,question
c but f uh that s how i m staying up,statement
very beep definitely,request
you re welcome,general
go on,request
e i mean you bathroom tell him from maine,request
shouldn t we try and help our friends,question
c and i ve lived in my home in d well almost ten years,statement
are they oaks,question
was he the guy that got captured,question
i come from florida,statement
c and i think the s and l s were more open with the types of loans that they were allowed to make,statement
laughter nobelium,general
d so tell me ab,request
d totally proper i guess we might as well end our conversation at this point,request
tell maine what you like to do,request
i m tina,general
c but i mea i imagine with infants you throat clearing are most of your time is sort of spent taking care of them rather than interacting with them,statement
c and c and after traveling around the world a few times i realized that things ain t the way they seem,statement
c but it talked about f uh,statement
have you been in that situation yet,question
leave the shells on them so they won t just wrap up,request
you are you from florida originally,question
laughter yeah sniffing,general
i d learn it too,statement
are they going to come back in the spring,question
what did you do put it together,question
d so how about you,question
coke but you do have to have it d you know you do have to have it hot when you cook it eastward i mean,request
d swell i love it,general
how about the kids,question
adieu adieu snap,general
f oh you do,question
c and secernate him to carry you there for your anniversary,request
cholecalciferol well i guess that s almost it,general
is it close to phoenixville pennsylvania,question
a hundred,question
d now have you seen dances with wolves,question
uh huh faintly,general
go right to force,request
c and then yeah,general
c and f uh yeah,general
how come their their kids are getting that,question
have s verbalise about the baby,request
c and of course on the news i try to listen and also read between the lines d you know laughter,statement
under bricks or under wood,general
what is that,question
d like we just moved here from f uh minneapolis,statement
f ohio sanction f uh,general
c and think what what s it going to be like for my my youngest an my oldest logos when he fling to school,request
at how,question
c and i bouncy in virginia laugh,general
d well do not narrate that to all my friends,request
d well d you know f uh what do you do as far as,question
c and f uh they ve got perkins,statement
don t let that stop you laughter,request
yeah voices fade,general
they ra not a surd,general
you you first eve,request
talking right,general
c or does he just run out in the backyard,question
c so you would trust the decision making dec economists,question
now they have gotten this wonderful idea of not taking out as much taxes,statement
you don t think you don t think that good prevails,statement
sniffing uh huh,general
swallowing is that what it s there too,question
f uh it s funny watching them them play,statement
d well it was truly decent talking to you,general
c and i am going to try to help them financially,statement
f oh hank williams junior,question
and he s only four,statement
f oh wasn t that nice of him,question
was it john denver that that tried to buy his way on to the space shuttle,question
c and they all lived down there by it,statement
c and you need to go in the spring when all the prime are in peak all up and down through there,request
yep fluorine uh,general
is it laughter,question
my mention is donna,general
where in arizona,question
carbon and f uh you put that indiana,request
i felt,statement
breathing c and let them drop to the bottom d and peradventure do a a genial of a slow reel,request
yea whisper breathing,general
if your brother or your sister were being beaten,question
c and how do you hold to yours laughter,question
c and you put it on a platter,request
that certainly could happen,statement
now it s upwards to you,request
d you know if they re overcrowded just keep ram them in there till they just suffocate f uh,request
f um laughter do you know that i don t follow performers,statement
on a scale of one to ten where do you stand and why,question
farad uh yea,general
laughter don t ask me,request
can i put you on hold for one minute,request
do you participate in family reunions,question
what difference does it make,question
you buns talk,request
uh huh uh huh,general
do you have friends that play with you,question
what are you learning to be,question
c but f uh c but that s kind of understandable because d you know of course if you watch it more more than once a day e i mean it s the same thing over and over and over and over,statement
c and that was d like one of the highest in the nation,statement
swallowing yea,general
what about what about voters in the other countries that you were talking about,question
we d go every weekend,statement
c but e i mean yeah laughter,general
c so why don t you explain to me some good tips about what you ve done which you ve found useful and workable,request
i m not sure why,statement
e excuse me go ahead,request
talking radio very fainthearted yes,general
calciferol well listen one enjoyed speaking with you,general
what about home repairs and stuff,question
f um we do have a new thing that they ve started a few years ago f um,statement
carbon but fluorine uh no,general
breathing yes exhaling,general
good morning f um,general
if you re always in town we ll go see a movie laughter,request
your views,request
c and you kind of white it out,request
make sure it s nice and brown on both sides,request
i indisputable volition,general
it s that high,question
got to wait a distich years,request
smack yeah,general
it s the first time i ve made a phone call on it,statement
we have lean tos up here,statement
enjoyed talking to you,general
i guess f uh d wellspring maybe the computer will pair us up together another time,general
fluorine ohio don t be concerned,request
cholecalciferol well practice not tell that to all my friends,request
um hum,general
certain fluorine uh,general
c and i think that s what makes one feel invaded is the fact that there seems to be little control,statement
breathing laughter d so tell me about your home,request
c and we have a lot of trees in our yard,statement
c and i start looking forward to d you know having other things to do with my,statement
c and where are they at,question
breathing yeah,general
d well i delight talking to you cathy,general
d well i watch more now because d well i i had been going to school for years and have really been too busy,statement
c and it s almost impossible to swim back up,statement
that s what i needed,statement
d intimately you have axerophthol good day,general
you actually should work to europe,request
thrust the lids and everything prohibited,request
c so i ll talk with you later,general
does it have a big ten football team,question
don t don t be in any hurry,request
d well i can go ahead and start and tell you mine,request
d well that s about all i can say at this time,general
d so what do you you in your lawn,question
harrison ford and how does the story line go,question
f ohio f huh,general
he he s f uh just now really starting to to get interested in a lot of things laughter,statement
have you ever used a lathe,question
f oh d well do you work in a f uh in a setting where you f uh are in the food business,question
c but you perish ahead directly laughter,request
i think if they could get tourists coming to their country they d improve the economy considerably,statement
c and i appreciate your cause called,general
lipsmack f um i was trying to think f uh,statement
c but then we can back up,request
c or do you do it to give as gifts,question
c and d you know i ve i ve in the past i ve had brake jobs done by someone that when i went back and looked at it some months later i d find something drastically wrong with it,statement
d well steven it s personify,general
f oh tooshie you tooshie you hold on for just a minute,request
we just bought a new house,statement
f oh no problem,general
breathing no,general
f ohio huh,general
hi nancy,general
c and you put it in,request
you demand metal instead of fictile,request
that involves,statement
what can they do about the oil burning over in kuwait,question
laughter that s what my husband said,statement
i m glad you re home,general
i used to love to play baseball when i was a kid,statement
abbreviate the violence inward the prisons,request
d well what s your favorite baseball team rita,question
breathing laughter f um that reminded me of a place for lunch that s a little off the beaten track,statement
c so what else to you tape besides american glad at,question
swallowing c so he plays that and and a little bit of piano,statement
do we,question
f uh do you have any favorite things that you serve when you are doing a special meal,question
iodine guess we shouldn thyroxin get into that,request
f uh c but inhaling d you know other other than that with with both my kids being under two it s real hard,statement
d well did you go to college,question
what do you do jeff,question
d advantageously thanks a lot,general
what did you get your degree at,question
f oh boy,general
look look look hydrogen three,request
how how do you look at counting credit cards,question
c but outside of outside of art class in in school i i stopped doing most of that unless e i i mean d like he has a computer,statement
they re they re looking at,statement
c but when you re only at living wage it doesn t matter,statement
gosh it sounds so close,general
how do you manage both of those,question
disturbance yeah,general
breathing laughter do you have a lot of property e i mean a lot of yard around your house now in denton,question
d now do they fire them or do they,question
hello there,general
d yeah to,general
sniffle yeah,general
c but i think in between we got a group of kids a generation of kids who didn t learn to take responsibility because mom left to go get a job and dad didn t move in to fill the gap,statement
c and work to f uh alone star,request
do you go see a lot of musicals,question
fluorine uh tell me where that comprise fluorine uh,request
fluorine ohio yeah fluorine uh,general
little rock stars place all them in thither,request
c then tell me about your home,request
have a good day,general
d well what is your view do you consider the soviet union a threat,question
like what,question
we ve got a good chinese restaurant in town,statement
what what for instance what are you,question
f uh go ahead,request
i had a similar thing that i ve worked on cars ever since i was f uh a kid laughter,statement
d now are you sure they are hyacinths,question
coke and you farad uh put about two tablespoons of farad uh water into this bowl and about an eighth a teaspoon of salt,request
do you f um buy from dealers or from individuals,question
use about half the gelt,request
laughter d well they they do that a lot if you have good credit and you have been paying your bills on time,statement
d see that s how it is in texas too,statement
what are your thinkings on what they can do what they ll be able to do,question
central,general
buy a fresh filet of fish a nice matchless at the fish mar the fish counter,request
bedcover it out because you keep the cream cheeseflower kind of thin,request
children tv noise kitchen hi f uh,general
i had bought a cheesecake f uh,statement
c so we ll have to lecture roughly the future,request
they tried one once,statement
what s your house like,question
what are you going to do,question
wasn t that what part of the lottery is going to go for if we,question
uh huh d you know,general
spread it out because you prevent the emollient cheese kind of thin,request
do we get enough news or something like that,question
go beforehand laughter,request
c and intend how rich she is,request
