text,label
you hump,general
send them over to iraq laugh,request
yeah shadowy,general
do we drug test everybody that comes in,question
i kind of got burnt out on steven king though,statement
c and then i will purchase a good housekeeping occasionally especially around the holiday time because of recipes and ideas and,statement
and it s getting quite serious as far as water next summer,statement
what type of music do you like in the classical area,question
c so you just moved away a year ago,question
have you have you tried getting outside estimates to see what it costs to have something painted,question
you purchase it you purchase it as a seasoning,request
c and f um i know our church does it,statement
c and you take upkeep,general
c and is camping for you in a motor home or a trailer,question
are you indium texas,general
wha what day what day was that on,question
right noise child talking,general
what what kind of work do you do,question
laughter child talking i m telling you go one way oregon the other,request
c and f uh it was nice talking to you,general
pose them to cultivate,request
c and you put that in there,request
there are more things to work out,statement
what do you think about gun control,question
they just thought she was moving,statement
are you getting a lot of static on your end of the line,question
freshen my memory,request
pick out where you want to live,request
okay faint,general
do you have to do all that yourself,question
some appliances breaking or something,question
we verbalize about sometimes going improving to chincoteague,request
c but you can probably empathize with this,statement
thank you for calling,general
laughter d well i enjoyed,general
you ve got to go assure that,request
f oh are you,question
section,general
d well have you ever served on a jury,question
laughter got to go take precaution of the children,general
uh go onward,request
uh huh noise hammering,general
d well i did too,general
let them go and pay their offense or their time doing something else,request
d you know what what f uh what do you think is important,question
does she ever want to go back to syria,question
are you going,question
c but d well michelle it s capital talking to,general
just a second sing to tyke in background,request
just don t mind me if i bounce back and forth,request
who who was in that,question
have a good daytime nowadays,general
was your f uh was your husband e i mean naturally a child,question
ane ll go ahead and start recording that,request
c and you f uh put about two tablespoons of f uh irrigate into this bowl and about an eighth a teaspoon of salt,request
is this a project you did yourself,question
d intimately it s been good talking with you,general
my kids get the biggest kick out of that,statement
d well you are not missing too much then laughter,general
c but f um he said that he would he would want to to seriously hurt or if not kill someone if if they did something to his wife,statement
d well do you even know what the procedures are now,question
week they re not going to class at all,statement
there s a f uh a couple called f um f oh,statement
f um we do it more when we have company come,statement
d well it might be a full time for you to be to to start a tradition,request
why wear t you go first,request
immix up a little f uh mayonnaise with some dijon mustard,request
f ohio laugh,general
is she she happy at school,question
d well leslie it s been very nice talking to you,general
d well maybe you can f uh make that one charming and and make a little bit money f uh,request
did you both work your wife too,question
what what type of art do you focus on,question
especially the democratic candidates don t seem to be coming up with much that really sparks my interest as far as d yeah maybe that could do something to affect our budget,statement
c and f uh you look astatine their fellowship,request
c so f um we re just not too far apart d actually,statement
figure one laugh,request
that was the best one,general
does it bother you if your children are not interested in it,question
is her name rash carolyn rash,question
c so tell maine your feelings on reuse,request
let them go and bear their crime or their meter doing something else,request
breathing oh,general
c and i hope you enjoy,general
c and f uh you put that in,request
f oh is that right,general
beep okay f um,general
what do you do with all these troops that have been taken care of by f uh bulgaria and,question
c and blab a,request
c and f uh i d say go to f uh midland once just for the heck of it,request
e i mean c and i think that one,statement
are you looking for a house or not,question
c or are they,question
i think that murder itself would decrease significantly if if there was a credible punishment f uh for murderers,statement
take care of your little ones,general
e i mean they re d you know they re pretty and everything,statement
c and what is what is he,question
be sure to watch it tomorrow dark,request
and everything,statement
calciferol surely,general
have you been backpacking anyplace exciting,question
c and i learned wordstar on that,statement
c so i i ve i ve messed with outdoor painting a little bit f uh,statement
d well you too jim,general
good day,general
bye bye noise,general
c and we have a home computer,statement
are you re a real life trekkie,question
c but f uh i sense that it s not going to happen anytime soon,statement
c and you ve got to admit that relation does kind of look at things that way,request
d so what kind of equipment do you have,question
calciferol now you didn t hear me say that,request
what do you think is the key to to just bringing the american family back together,question
d well it s been interesting to talk to you,general
well d you screw,general
take for instance f um a large construction accompany i used to work for ed swampers,request
excuse me just a minute,request
i haven t,statement
i think that s why they call me because they want to get people outside the state d you know,general
c and it always had to be somewhere near a a river so we could go fishing,statement
hello thither,general
c and you overcompensate it,request
d well it s nice talking to you,general
c and you turn it one time,request
d well narrate me some your home,request
well bill it s been nice talking to you,general
talk to you later,general
c and you continue,general
cholecalciferol well leslie it s been very nice babble to you,general
there wasn t anything like that that you could do in florida,question
pee them do civic responsibility whatever,request
you mean in cable,question
when when your son was at home did you f uh working,question
isn t she fabulous,question
child crying correctly,general
talking uh huh,general
c and you too,general
cholecalciferol anyway very faintly,general
f uh did you like it,question
you you have to recognize that if you re going to inhaling have the very best health care possible and f uh available on demand whenever and wherever you want it then it s going to be expensive,statement
anyway pause,general
f oh what s that one with burt reynolds,question
i think in places,statement
i m calling from texas,general
viosterol sol go ahead laughter,request
c and fluorine uh you just set it in there,request
do you all have much pollution there,question
no f um,general
you do the same,general
i wish we got that what,statement
they coiffure,general
c and f uh in addition to that i get a local weekly,statement
let s mouth about the middle east spot,request
you look astatine frito lay,request
f uh got kids,question
have have you been out of the country,question
beep okay farad uh,general
d well i m a ranger fan simply because i live here,statement
has that been the cutlass or the sierra,question
i hadn t f uh hadn t not gotten any calls here in the last f uh,general
f oh you ought to try about crawfish,request
e i mean d like i have a son and a daughter and two nephews that are grown,statement
we just didn t take enough blankets and,statement
f huh laughter,general
hang on just a second,request
c and where have you been on these cruises,question
what did you teach,question
you don t want the gum on the back of the masking tape to get dry to hard,request
do do you rent them,question
this is really going to be fun i think,general
d well you figure just watch it d you know during,request
d well gene wilder doesn t do that much for me,statement
d well you should f uh run for a cultivate board position,request
that s really nice to know because we were doing the same thing,statement
f uh you want to offset aside telling me what camping is to you,request
just adenine second,request
you want to tell me start how you feel about,request
i enjoyed talking with you too,general
c so you quit,statement
wait a second baby talking,request
instantly you check,request
you need to chop em upwards real fine,request
is there anything else you would want to,question
go salutary blab to you,general
d all right i ll talk to you later baby crying,general
what kind of things do you think can be done in in f uh in the long term,question
you ray reading dune,general
why not get the work out of the people,question
d see d well f uh like in f uh iowa and nebraska those little bullheads they look just like catfish f huh,question
what do you mean where,question
uh huh breathing,general
very faint f ohio yeah,general
ben franklin,general
up here,general
e excuse me go ahead,request
was it small enough that you could just hold it,question
c so did you used to ski when you were out here,question
click static yeah,general
spread it out because you keep the cream cheese kind of cut,request
f oh you are kidding,question
because i moved the day probably a week after one of the apartments blew up,statement
breathing i ll let you go ahead laughter,request
c and then you farad uh mix flour and a cup of water maybe farad uh unitary tablespoon of flour and a cup of water,request
c and so he used they used car repairs kind of as a way to have a d you know something that they did together,statement
didn t have shrimp there f huh laughter,question
c and it hit me in the face,statement
bye bye talking background voice said what s that about,general
snow but you go ahead straightaway laughter,request
you go ahead initiative if you d like,request
f uh do you want to go ahead,question
c because i was from west texas,statement
it so fo much fun to talking to you,general
d well things are doing pretty good down here,general
f ohio right,general
uh huh farad um pause,general
just do it by hand,question
c and f uh what kind of running do you do,question
c and you you let the chicken you fried kind of drain so that a lot of the oil comes out of it cough,request
c but f uh what kinds of things do you and your family do,question
i think he can be d you know i i don t know if it s the way it is in real life,statement
guess,request
e i mean you can tell him from me,request
he s going to be working for chevron,statement
cholecalciferol indeed f uh describe your family budget,request
d well it was good talking to you,general
nice to have spoken with you too,general
they don t have the ability to develop it,statement
god knows why we hold it on tuesdays,question
c and do you,question
d well unity hope,general
i i remember when i was a kid i used to do little little things for the old folks around the neighborhood,statement
you too dear,general
what do you think are some current trends in f uh the way families spend time together based on what you ve seen,question
c and we went to four different islands,statement
i m studying speech pathology,general
d so are they currently practicing capital punishment,question
c and you nucleus it,request
my name is jean,general
uh huh skin,general
i i infer d you know i d like you to maybe verbalise something here,request
there s never going to be enough hours in the day,statement
should i rent it,question
really,general
have you seen those f uh,question
ready,question
f oh i don t know,statement
iodine guess iodine ll get back to my wash laughter,request
did you have him in a cage,question
c and i live in raleigh north carolina,general
d well how many f uh f uh families own a refrigerator,question
hi very faint,general
c and clicking can you hold on just a s laughter,request
did you have you seen that one,question
d well thanks for talking,general
c but we don t really use them a lot,statement
c and you just keep beating it inwards,request
c and c and the cost of living here is just so tremendously d you know outrageous laughter,statement
c and after that s cooked you take it out and pour this on top of it,request
c and you place it on a platter,request
c so you should think about doing something like that,request
f oh thumping okay,general
nice speaking to you,general
i don t know the the the theory the scientific principle,statement
f uh lots of lots of young couples with d you know usu f oh,statement
have you thought about f uh leasing,question
noise f uh how much f uh how much pork do you buy,question
inhaling c and f uh how about you throat clearing,question
c and they re going,statement
c and it became so onerous that we gave up on it laughter,statement
she lived with us for f um three months c and because she s starting to get alzheimer s disease,statement
what if they re doing something legal,question
do you have any pets,question
laughter can you,question
f um did you all ever think about purchasing that one when it comes out,question
e i mean basically,question
c and that the government eventually will address too laughter just d you know because it s out of control,statement
c and i did an did an internship at the institute for aerobics research in dallas,statement
c and f uh d well tell your dad that now he owes you five bucks,request
d well things cost a lot more,statement
okay d well d see,general
laughter d well i ve enjoyed talking with you,general
d you know what i mean,question
d well laughter,statement
i don t remember the name of it,statement
d well you should of just ripped the unscathed thing out,request
our f uh physical and mental and spiritual health f uh it s really f uh very costly,statement
c but i might check,statement
f uh f uh so do i,general
c and i go into the hot tub,statement
lipsmack oh,general
d you know it s just incomprehensible,statement
laughter do you have any kids that you take fishing,question
c or are you in the work force,question
f uh do you mean businesses from the point of view as of of selling things to a consumer and,question
c but f um yeah,general
susurration uh huh,general
c or is it always complicat,question
c and then throw them indium with the rest of your salad sometimes,request
do you know,question
it s wonderful for them to be outside,statement
c and that s laughter about it,statement
what is that sound,question
d well you too lori pharynx clearing,general
with with what church,question
i was really impressed with that one,statement
d well sure,general
d well d well right now i i m just a student,statement
century and you put a little bit of that over it,request
c so you should take my word,request
c but f uh kind of had the feeling along that f uh,statement
thumping uh huh,general
haphazardness f uh attend on one second,request
static dots of static throughout paragraph don t you think that maybe that s why we had it this time,question
the other thing to do if you re really like the hyacinths a and i do is that before you plant those bulbs stick them in the icebox for five weeks or so to assuredness them,request
f oh lord,general
that that kind of gripes on me some,statement
put it to sleep d you know,request
go forwards you first,request
how did you ever get into that,question
and watch,general
faint ohio,general
d well don t give too much credit to the american public for their motivational ability,request
do you know it costs more to keep an inmate on death row than it does to send a kid to harvard,question
hey how you doing,general
what do you think that what do you think tell me what you think about this,request
some of my suits i haven t put on for laughter quite a,statement
look what we ve done here at t i,request
you skip the commercials,statement
d well good to listen,general
d so you think their quality control s going down over there kind of,question
she doesn t believe in the woman working unless she has to,statement
you own got to go tobogganing and sled with them,request
take your glass f um d you know pickle jarful or or whatever f uh liquid jarful d you know,request
c and it very very hard mispronounced for them to accept that,statement
d well nice to tattle to you,general
what school system are you familiar with,question
i really don t come from here laughter,statement
d well i missed it,statement
c or does he just run out in the backyard,question
you think your chances are better,question
coke but look who she was running against calciferol you know laughter,request
d so i ve savour verbalize to you,general
what did they do everyone come around and watch them,question
c and what night is it on,question
do you have children in the public school system,question
laughter f oh yeah,general
d good you haven t told me f uh what mutant that you are active in,request
c and you f uh have you eaten yet or whatever,question
c but d yea next sentence you go f uh d you know check into it,request
tell me about your cat,request
viosterol well perchance you can f uh make that one charming and and make a little bit money f uh,request
yea apparently,general
are you on an exercise program now,question
maybe unmatched tablespoon or two tablespoons let that brown then put all of the chicken back in there,request
laughter work ahead,request
can you book ringing on just a sec,request
do you do it yourself,question
i ll go ahead and start tape that,request
c but the crime spreads out into the more affluent divisions through robberies rape c and f uh car crime,statement
you have to like,statement
have you read that,question
c and i have seen so many people that just have to gift d you know their belongings,statement
c so f uh he was checking to see if i was going to stay in because i ve been so busy with this presidential search,general
how are we going to fix that tanya,question
d well i am glad you have broken the ice with me because straightaway i will i will start doing it laughter,general
c and when we did f uh,statement
what s your view,question
c and we ll talk another time perhaps static,general
either just the lucky or the unlucky one depending on how you look at it,statement
how do you just,question
c because it actually doesn t matter who shows up,statement
spell right to personnel,request
say maine what you like to do,request
is that how you re supposed to do,question
c and c and,statement
you jazz the murderers the drug dealers the exploiter put them all in,request
d well listen i enjoyed utter with you,general
have you ever done that,question
laughter who wins,question
i haven t played around here too much,statement
c but did he go into that in the book,question
have you heard of them,question
yeah fluorine um,general
you have incur to spell tobogganing and sledding with them,request
c and c and laughter he took another one,statement
up north child,statement
d like we can recycle f uh clear glass brown glass green glass,statement
you too tanya,general
c and then you ll have to give me a shout on garden laughter,request
i i think that s about all i can,general
my identify personify lowell,general
d you know who s going to croak first the people that smoke or d you know,question
i m blend to have to go,general
c but it s still be quite a bit cheaper to do it yourself,statement
c and one ve enjoyed talking to you,general
i would just encourage you to behave a short traveling though before you get married,request
laughter well it was nice peach to you,general
you wish to have a start,request
c and the county adds theirs,statement
former than you use them or you wear t use them,general
c and you put a little moment of that over it,request
we don t e we don t catch it either mainly because my husband rarely has time to mow the yard,statement
e unity mean unity unity would recommend you look at that book,request
you go ahead maiden if you d like,request
f oh f oh really,general
what kind of fish,question
where are you from tina,question
for example down here when you go up to a gas station,statement
thirty day notice for what,question
d well myrna how do you get your news news,question
well what else can we d uh talk about,question
apparently the specifications for the joints f uh,statement
c and i m hoping that by d you know,statement
if you re ever indiana town we ll go see a movie laughter,request
f oh uh huh laughter,general
laughter yeah laughter,general
little rock stars put entirely them inch there,request
what was that book that you were saying to read,question
what have you seen lately,question
d well you are going to have to find a mother s day out and have him call in demented peerless day,request
do you go camping very much,question
c and we ll probably be talking to you again,general
hundred and then drainpipe off all the grease,request
laughter d intimately it s been some interesting subjects,general
that s one of the one great thing about it laughter,statement
that s what i hope,general
let s say your spouse is along angstrom particular drug,request
c but d you know i don t think i think it s going to be a long time if ever when nice things and really quality construction and all the other additional amenities sigh are really sigh f uh desirable,statement
could you hang on one minute jim,request
farad uh let s see,general
d well i induce excessively,general
suppose f uh viosterol well viosterol you know they had a group who were construction orient,request
tell maine what you like to do,request
yea farad uh,general
d well f uh what is your favorite kind of music,question
that s why your diesel engines have such high compression ratios,statement
m century i,general
just put your paper in the same place every day,request
beep hi,general
laughter f uh what kind of books do you enjoy reading,question
would you barbecue a turkey or a chicken,question
it thence fo much fun to talk to you,general
c and i guess we d better get back to work f huh,general
allow s hear about your hobbyhorse,request
c and you mix it with one tablespoon onion juice and one tablespoon lemon juice one tablespoon worcester sauce and mix it and spread it out onto a plate,request
did you graduate in a certain field,question
c but f uh c a c and occasionally i i pick up d like time magazine or something i think f uh if they ve got an interesting lead story,statement
bye bye talking,general
lipsmack c and straightaway i ll get you say something laughter,request
what state,question
hi diana,general
c and hopefully we d catch our supper,statement
c so calciferol yeah do it equally long you can sniffing,request
you shouldn t be talking about this right before while you re fixing dinner,request
treated wood can really make you sick too,statement
c but d you know you ought to get him to g deplume the weeds,request
nice talking to you linda,general
did you use a did you use a zar stain,question
c and then you pour ii bottle of beer over it,request
what do you have at home,question
secernate me about your clubs up there,request
c and then on tuesdays and thursdays i run two miles,statement
d well do you do the do your daughters live close where you can go out,question
i ll let you start this time,request
d well it was good tattle to you,general
f oh you don t think they got the codes from the u s already,question
do you feel comfortable f um with them coming home after school until you and your wife get home,question
retain it soften,general
c and you ought to d well as your daughters approach the college age f uh start finding out about the encyclopaedism monies because there is a mint of money out there,request
d well you go ahead,request
c and f uh until next time,general
your consider,request
cytosine and keep your listen on positive things,request
follow nice talking with you,general
tell maine,request
you d you know,general
what was your favorite all time movie,question
okeydoke,general
and it goes into night programs at that point which could be one of d you know many different night programs,statement
i wouldn liothyronine mind it,general
that much of a difference,question
c and hold on a second,request
d well it was truly good to blab to you,general
door uh huh,general
f um you should always have three months of your salary in a savings account in case there sec a major need for that,request
yeah fluorine huh sigh,general
c or do you get money for it,question
f uh what do you,question
do you have it there,question
it was very expensive because the whole time you were on there you were on long distance d you know,statement
d well do non tell that to all my acquaintance,request
now what about you,question
c but so far i ve been able to we ve been able to pay it off every time,statement
what are you guys having for christmas,question
leave me in the air check,request
got two boys,statement
are you going to go see the elixir of love,question
where does talking in background he work if you don t mind me,question
c and i forget to make a call laughter usually,general
what do they get paid,question
of the stones,question
my step classes and toning is about the only thing,statement
have they done that in garland,question
tobogganing,request
farad um talking,general
maybe this is a fantasy we can to talk about any kind of car,request
how does it do that,question
f uh probably m less so now than it was ten years ago or whatever,statement
my parents live inch oh,general
c so c but we have the money set aside,statement
if if the isolation concept really works that good why are our prisons overcrowded,question
cholecalciferol well thanks for discussing it,general
hundred and think how rich she is,request
you also heartfelt,general
d well let s face it,request
f oh sure,general
any particular reason throat clearing,question
what is twenty one thousand,question
you rattling should go to eu,request
is your cat a purebred,question
c and then f uh where where have you been,question
laughter function ahead,request
some people have really a green thumb,statement
f oh you ought to try some crawfish,request
snow so it represent nice talking to you,general
that s kind of the same thing for me,statement
c and i hope that i will become a better make a better difference in,statement
d so f uh do you think russia s still a threat,question
d anyhow back to the subject,request
e i mean portland s pretty good f um,statement
c so that is something you might keep your eye open for,request
c so we try to hit those places when we can,statement
anything else you wanted to add,question
d well i ve always liked clicking that,statement
i have got to go,general
were they teenagers,question
in sixteen years when he s ready to go to college this is how much it ll cost d you know,statement
d so d you know i grew up listening to that stuff,statement
laughter f uh oh f uh oh yeah,general
you you showtime eventide,request
redress telly,general
d so d so where do you go,question
laughter d well e i mean he is still wearing bell bottoms jea not bell bottoms e but,statement
century so let s make it a good i,request
it was buddy ryan the one that i can t f uh f uh stand too much,statement
all decently,general
c and f um c and another question to ask personify if they re f um state certified,request
c and then i started school d you know,statement
when do you get out,question
i was about to say you ought to experiment on at least angstrom small part of it before you just tackle the whole thing laughter,request
is he a programmer,question
laughter f oh i know it laughter,general
your your routine,request
yea screeching,general
ace ve enjoyed lecture with you,general
c and have s boldness it,request
f um c but she might have some contacts here,statement
go ahead laughter,request
where have you been,question
we talk about sometimes going up to chincoteague,request
c and in about two months we were back to doing the same thing we always do,statement
is really kind of bad child,statement
c and f uh i f um went with the department of state treasurer in retirement disability,statement
d so can i just ask you are you canadian,question
ace thou nola,general
substantially d you know,general
d well d you live permit s face it,request
c and when i got improving thither the car,general
laughter and they re real happy with one another,statement
have you had any former suzuki students,question
c and c and they actually have them perform the music,statement
yeah pause interference,general
c but really f uh,statement
you are old enough,statement
you go ahead first if you d like,request
become amp become amp few,request
let s illustration f uh,request
she s old enough to really grasp,statement
where does your friend go to to recycle,question
who is it,question
the seasoning they it s just unreal,statement
d well if your ever in f uh d c come look up wayne sherman you ll say f oh yeah talked to that guy,request
you know hold them a fine whatever,request
they re nice,statement
c and every,statement
spill wireless very faint yes,general
f oh d well you need to come out laughter,request
c and they put them right near where they have the time cards,statement
c and besides my daughter wants me to put her to bed,general
c and go to farad uh lone star,request
it was really good,statement
get some books of whether it represent pennsylvania or va,request
d well i guess too if i thought that this would help really and truly do away with the drug problem then that would be one thing,statement
you let them out and let them fly around and everything,question
i ve talked to amp lot of people inward texas,general
it s just a it s a cheap little,statement
what are you throat clearing what are you studying there at heidelberg,question
are you a teacher,question
fling right to force,request
farad uh stake to the topic,request
the other thing to do if you re really like the hyacinths a and i do is that before you plant those bulbs stick them in the icebox for five weeks or so to cool them,request
i remember we are,general
f uh what are you studying in college,question
now it s up to you,request
f uh how you practise,general
that s really it s not like you would have to cook it for an extreme amount of time or something like that to get it,statement
cough d well i just i just don t think you can go wrong with something like that,statement
c and f uh they they promote service on the part of the kids to to f uh some of those people,statement
laugh uh huh laugh,general
d well permit s talk about air pollution,request
the other one is f uh f uh has d you know needs more work done,statement
c and f uh keep your psyche off of negative matter,request
very toot definitely,request
f oh they re bulbs for spring or fall,question
f uh kind of takes away from the significance of the death penalty,statement
d well good luck with the the new kid,general
c and f uh who do you have her or him take it from,question
what degree e i mean what are you wanting to do after you get out of college,question
excuse me one sec,request
oh noise sounds ilk a cat,general
f uh we ve got five bedrooms,statement
yeah tapping,general
blow and you put a embayment leaf and put some f uh red pepper over it,request
laughter is that the reason you re not doing it,question
it s increasing,statement
can you think of anything else that s happened recently,question
how do you like it,question
have you ever been to f uh what is it original book binders in philadelphia,question
tell me your figure again,request
f uh have you every been tested for a new job or anything,question
go out to the nursing home help guide approximately craft plan perhaps work on approximately sigh music plan whatever their talents are,request
do you suppose they will laughter come and knock on your door and,question
now you can tell me what you manage,request
should we farad uh start this so we lav,request
what kind of singing do you like to do,question
what is your name by the way,question
put it along the letting,request
did you receive information from your skiing magazine,question
calciferol well i thank you,general
are you on the early retirement,question
c and i live in virginia laughter,general
we don t have any kids yet,statement
d well it was n nice talking to you,general
i live right by dallas,statement
but rinse them out axerophthol little bit,request
it s just a matter of finding,statement
c and then you take and f uh lipsmack cover that with drained crab meat mixed with one of the small bottles of chili sauce and spread it over the top and spread it along triscuits crackers,request
c and because the parking brake hadn t been used in so many years the piston froze up,statement
d well f uh hang in there,general
f uh noise,general
d so what s the latest one you ve read,question
c but they have videos that f uh,statement
c and f uh f uh we both calculate forward to sledding to our next reunions i m sure,general
viosterol well you offer ahead,request
cheerio music,general
how old is your daughter,question
d well listen it was proficient talking with you,general
f uh just close to methodist hospital,statement
for east texas or something,question
how much chili sauce did you say,question
his house is more like a farm house,statement
f huh how long are the cruises,question
f oh don t say that,request
you think the rich are paying too much,question
a small town,statement
f uh c and it s there by the copper mill restaurant used to be the hayloft,general
soundly morning laugh,general
c and it gave the impression of very old weathered stucco,statement
take your glass f um cholecalciferol you cognize pickle jars or or whatever f uh liquid jars cholecalciferol you cognize,request
d well what kind of garden do you have,question
fritter them,request
no problem,general
are you finding it tough trying to find what you want,question
d so do you file federal or joint income tax,question
hi this is judy,general
i i think working mothers or mothers who choose to work outside the home f um need very early to come to grips with any guilt,statement
c and if there needs to be a change in a period of time,statement
rustling uh huh,general
c and when we pay garbage men more than we pay teachers,statement
f uh you name it,request
doug you deficiency to start laughter,request
f oh you will have to go along one,request
c and he s bad,statement
c so you can gauge the rest of the diagram,request
compensate whiff,general
don t differentiate me what to do d you hump,request
don tetraiodothyronine don tetraiodothyronine live in any hurry,request
fernando,general
wherefore don t you start,request
c and you name it,request
it s it s not not that it s just hot or dry,statement
go right to personnel,request
f um kay,general
what kind of things do you like to do with wood,question
c and i do quite a bit of business in washington,statement
c and so you take it out of the blubber,request
countenance them,request
do you f uh have you ever used an oil base paint,question
d so f uh tell me about deepen from say twenty years ago since you were an adult twenty years ago,request
you might consume a seem at them,request
we re changing doing other kinds of things which to me is is disturbing lipsmack,statement
what do you have,question
d well bent on,request
c but did did you go see that new doors movie,question
d you know c and you,question
c and he s in fact he s a d well heart too,statement
yeah cough,general
take your glass fluorine um d you know hole jars or or whatever fluorine uh liquid jars d you know,request
f ohio i know just where that is,general
is it the the wharf or the the f uh,question
carbon and imagine how rich she is,request
you could feel that you really have a very strong case and that you re very much right,statement
d well it was gracious talking to you too jim,general
the other one you need to go see is sleeping with the enemy,request
you exit ahead,request
are the two boys first,question
i lost one one time f uh,statement
d well it s just f uh been delightful talking with you,general
pay attention to what s happening talk to the teachers f uh talk to their kids about school and support the institution,statement
c and so you could you could go talk to them in their office almost at any time,statement
it was right talking to you robert,general
why don t you go ahead and start,request
hi kay,general
d well what i did was i went to a jazzercise class in a new location in richardson near where we live in north dallas,statement
if he s going to do it you ve got to twist his arm to get him to go do it,statement
c but i m not a new ager i don t believe,statement
e i mean doctors routinely send people in for anything,statement
hi farad um,general
it s a wonder there s anybody who s willing to be a policeman anymore,statement
i m back,statement
c and i think that s that s going to show up a lot more now in the in the next generation of of boys and girls,statement
i find that a total waste and part of the defense budget,statement
thank you for participating,general
c and i hope you enjoy the weather this week,general
skillful to blab to you,general
c therefore c simply f uh d well you ought to try that,request
thanks a lot,general
very faint all right,general
ergocalciferol well i guess that s it laughter,general
what part of the country are you in,question
go out to the suckle home help guide some craft programs perhaps work on some sigh medicine programs whatever their talents are,request
laughter wear t require me,request
c and i know people that are paying two hundred three hundred dollars a month for insurance,statement
there are political boundaries,statement
c and they all had to pass,statement
right yeah,general
there are two out front,statement
laugh d well it comprise nice talking to you,general
do they have options on who they f uh d you know like choices of doctors and that type of thing,question
d well in in interviewing have you ever discussed benefits with some of the potential employers,question
a grand jury or,question
fluorine uh yes,general
are you a a native texan,question
i i talked to so many people from texas,general
sure good talking to you jim,general
c and then look at the weather we have down here,request
rest yep,general
have a nice day,general
carbon and f uh you place that in,request
d well i m a current event junkie,statement
okay carol,general
f um f uh some people now it seems like are turning back toward actually trying to find out what they re in it for instead of just f um,statement
get s just hope we don thyroxin get to that point laughter,request
f ohio i date i date what you re saying,general
c so c so i see us in a kind somewhat of a catch twenty two unless we unless the banks or industry and or the government go together and and come up with a way to f uh have us as a part of the unemployed society be able to be gainfully employed again converting all this freon twelve stuff into the new nonpolluting f uh compound,statement
wait wait wait h three,request
c but more than a review they re getting those kids primed and ready for the tests that are coming up in,statement
the wind,general
were you in the band,question
i see f uh throat clearing,general
there s a lot people at work that would have baby sat him c but sending him to a preschool where he actually learns something,statement
c or are we going to keep having to try to juggle all of this,question
which one is it,question
d well like i said good luck to you,general
c so did it become,question
disco was pretty much dead by then,statement
i have four,statement
c so she stopped for awhile,statement
from some list d you know that knows that i have a say a charge account at at neiman s or something,statement
have a estimable lif,general
c and then discombobulate them in with the rest of your salad sometimes,request
f ohio faint,general
c and c and yet even he was a a consummate politician in the sense that f uh not only did he f uh fail in business twice with bankruptcy and failure,statement
laughter d well recite me,request
you still got cars on the road that don t have both,statement
we had my mother all set to go into one,statement
f uh yeah,general
are you a native of that part of the country,question
c so will you f uh breed one of the litter then next year,question
d so what part of mississippi are you from,question
c and your kids all ski,question
why do f uh is that just because they have such a low opinion of the public and the public s f uh,question
coke so f uh yea,general
c and it stays low a lot laughter,statement
c soh farad uh c and if you don t have the money then use a credit card,request
laughter me too,general
you have a good evening,general
then be gone,general
what d now f uh what particularly particularly what kind of music do you like,question
d well i just have to be honest about it,statement
generate axerophthol generate axerophthol few,request
c but on the other hand,statement
d well d see what do you do,question
you penury metal alternatively of plastic,request
that s good advice,statement
you can go back to exercise now,request
c and then you take ten pct of it,request
i remember feeling annoyed a again i didn t have a kid with me c and i remember feeling annoyed that they had this whole thing about the master and the passing of wisdom the from older to younger generation,statement
c but if you do if you do have to go something i guess we can just cut off,general
a running total,general
we have uh we do have some snow in the wintertime,statement
can you fall on but a minute,request
viewing upwardly,request
take charge of your lilliputian ones,general
d you know something about the place makes it not not quite enjoyable,statement
tell me tell me where you re calling from,request
you power deprivation to,request
hi f um,general
like bowling d you know you feel bad if you bowl a hundred,statement
i m callie indiana coronal,general
thursday i took them to another kindercare,statement
what f uh go ahead and tell me about your home laughter,request
c and it just seemed like it would be a fun place to go,statement
c and close to that what s called duck creek that runs through part of garland that s the part that always seems to get hardest hit when there s there s the hard rain,statement
f oh he is,general
it s not all that long ago is it laughter,question
d anyway what are you driving now,question
ergocalciferol certainly,general
i know it,statement
i i give maine cyanide,request
do they do it with news papers as well,question
my mother and my father split up when we were young,statement
d well it s comprise fun i enjo enjoyed talking with you,general
ergocalciferol well get s start with you laughter,request
do you see anything wrong with public school systems,question
have you ever had,question
ye laughter yeah,general
c and virtually every one of the categories there isn t f uh a laker in the top ten,statement
contract angstrom contract angstrom few,request
she was in the litter,statement
c and f uh we play in a lot of couple s scramble tournaments,statement
f oh c so how about the soviet union,question
what f uh go ahead and tell maine about your home laughter,request
do you just try and keep them i guess f uh firm and f uh,question
d well what do you think,question
do you wear waders when you fish,question
sometimes i watch that,statement
d thence go ahead laughter,request
you have to make sure you don t throw away any of the slick paper like magazines,statement
you might try that,request
d well you have a good night,general
how old are you,question
are are you in a house,question
i m i used to be a college student,statement
i ve gotten all of them for gifts,statement
put them in jail laugh,request
power windows are nice but i don t need them laughter,statement
listen to bruce williams fluorine uh for fiscal advice,request
d well proceed in don t proceed in the overwinter,request
minor uh huh,general
ah okay,general
you might position some d like some yellow catfish in thither,request
that s how it is,general
e i mean they they just give it a small portion of the newspaper,statement
farad huh okay,general
the house explodes,question
blow and then you let it simmer,request
c but it s been a pleasure talking with you,general
the series died right after that,statement
c or e i mean what do you think long term,question
i ve got some applications,statement
c but d you know you ought to get him to g pull the weeds,request
talking yeah,general
c and f uh keep your mind off of negative things,request
breathing iodin ll let you become ahead laughter,request
you weren t home,question
